# Agent-assisted review of derived_client_alias_index candidates, 2026-07-06.
# Produced by 6 batched general-purpose Agent tool launches (not raw API calls)
# over the 525 canonical entity names in derived_client_alias_index at build
# time (>= $1M total Senate income threshold). Applied via
# scripts/apply_client_alias_llm_review.py. Format:
# entity_id|canonical_name|additional_aliases (;-sep or NONE)|generic_flag|reason
330|NATIONAL ELECTRICAL MANUFACTURERS ASSOCIATION|NEMA|false|well-known trade association acronym
331|THE BUSINESS ROUNDTABLE, INC.|Business Roundtable|false|distinctive well-known policy organization name
332|BLUE OWL CAPITAL INC.|Blue Owl|false|distinctive asset management brand name
333|BLUE ORIGIN, LLC|Blue Origin|false|distinctive aerospace company brand name
334|RELX, INC.|RELX|false|distinctive acronym brand name, low collision
335|AT&T SERVICES, INC.|AT&T|false|distinctive telecom brand name
336|PMI US CORPORATE SERVICES INC.|NONE|true|"PMI" acronym collides heavily with Project Management Institute
337|AMERICAN LAND TITLE ASSOCIATION|ALTA|false|distinctive trade association name and acronym
338|GEN DIGITAL INC (FORMERLY REPORTED AS MONEYLION TECHNOLOGIES INC. (MONEYLION)|Gen Digital;MoneyLion|false|distinctive current and former brand names
339|ADVANCED ENVIRONMENTAL MONITORING HOLDINGS (AEMH)|NONE|true|generic descriptive name combining common environmental/monitoring terms
340|CONSTELLATION BRANDS, INC.|Constellation Brands|false|distinctive beverage company brand name (full two-word form)
341|CONNECT HOLDING II, LLC D/B/A BRIGHTSPEED|Brightspeed|false|distinctive telecom brand name (the D/B/A name)
342|SOUTHWEST RESEARCH INSTITUTE|SwRI|false|well-known research institute and its common acronym
343|THE JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LABORATORY LLC|Johns Hopkins APL|false|well-known research institution
344|WAU HOLLAND STIFTUNG|NONE|false|distinctive foundation name
345|AARP|NONE|false|distinctive well-known nonprofit brand acronym
346|INTRAFI NETWORK|IntraFi|false|distinctive fintech brand name
347|POET, LLC|NONE|true|"Poet" alone common English word, extremely high collision risk
348|THE KROGER CO.|Kroger|false|distinctive grocery chain brand name
349|OPEN PHILANTHROPY ACTION FUND|NONE|true|contains generic words "open" and "philanthropy"; caution though largely safe
350|NESTE US, INC.|Neste|false|distinctive Finnish energy company brand name
351|FANDUEL|NONE|false|distinctive sports betting brand name
352|RELATIVITY SPACE|NONE|false|distinctive aerospace company brand name in context
353|TEXTRON INC.|Textron|false|distinctive aerospace/defense conglomerate brand name
354|GROWTH ENERGY|NONE|true|combines two common English words
355|GRAY MEDIA, INC.|NONE|true|"Gray" common surname/color word, moderate collision risk
356|PALO ALTO NETWORKS, INC.|Palo Alto Networks|false|distinctive cybersecurity brand name
357|CORNING INCORPORATED|Corning|false|distinctive glass/materials company brand name (also a place name, moderate risk noted but kept)
358|ELI LILLY AND COMPANY|Lilly|false|distinctive pharmaceutical brand name, commonly shortened to "Lilly"
359|LOUIS DREYFUS COMPANY, LLC|Louis Dreyfus|false|distinctive commodities trading company brand name
360|COUNCIL FOR INNOVATION PROMOTION (C4IP)|C4IP|false|distinctive coalition name and acronym
361|SOLAREDGE TECHNOLOGIES, INC.|SolarEdge|false|distinctive coined brand name
362|GENERAL ATOMICS|NONE|false|distinctive defense-contractor name
363|UNITED LAUNCH ALLIANCE|ULA|false|distinctive aerospace joint venture name
364|SOLVD HEALTH|NONE|false|distinctive coined name
365|STANDARD INDUSTRIES LTD.|Standard Industries|false|distinctive enough as a proper name pairing
366|JOHNSON & JOHNSON SERVICES, INC.|Johnson & Johnson;J&J|false|distinctive globally known brand
367|CORAL ENERGY|NONE|true|generic combination of common words
368|AMERICAN BANKERS ASSOCIATION|NONE|true|ABA acronym collides with American Bar Association
369|AMERICAN HOSPITAL ASSOCIATION|NONE|true|AHA acronym collides with American Heart Association
370|LIFESCIENCE LOGISTICS|NONE|false|distinctive coined compound name
371|ARAJET, S.A.|Arajet|false|distinctive coined airline brand name
372|THE AMERICAN COALITION FOR TAXPAYER RIGHTS|NONE|false|distinctive multi-word coalition name, low collision
373|SUTTER HEALTH|NONE|false|distinctive proper name brand (bare "Sutter" not suggested)
374|PUERTO RICO FISCAL AGENCY AND FINANCIAL ADVISORY AUTHORITY|AAFAF|false|distinctive long descriptive name specific to PR fiscal oversight
375|AMERICAN ELECTRIC POWER SERVICE CORPORATION|American Electric Power|false|distinctive well-known utility brand
376|JOHNS HOPKINS UNIVERSITY|Johns Hopkins|false|distinctive globally recognized university name
377|BARRICK GOLD OF NORTH AMERICA, FKA BARRICK GOLD AND NEVADA GOLD MINES|Barrick Gold;Nevada Gold Mines|false|former names explicitly given in canonical name
378|BLOOM ENERGY|NONE|false|distinctive brand name despite generic-sounding words
379|VERTEX PHARMACEUTICALS INCORPORATED|Vertex Pharmaceuticals|true|use "Vertex Pharmaceuticals" not bare "Vertex" (collides with other Vertex companies)
380|THE UNIVERSITY OF TEXAS SYSTEM|UT System|false|distinctive enough, though University of Texas alone ambiguates among campuses
381|ADVANCED MICRO DEVICES, INC.|AMD|false|distinctive well-known semiconductor brand/acronym
382|PHARMACEUTICAL CARE MANAGEMENT ASSOCIATION|NONE|true|PCMA acronym collides with Professional Convention Management Association
383|W. L. GORE & ASSOCIATES, INC.|Gore-Tex|true|"Gore" component risks collision with the surname (Al Gore) in political press
384|NCTA - THE INTERNET & TELEVISION ASSOCIATION|NCTA|false|distinctive acronym/name in telecom trade context
385|NATIONAL ASSOCIATION OF CHILDREN'S HOSPITALS (N.A.C.H.)-CHA|NONE|true|generic descriptive name components ("children's hospitals")
386|CLEAN HARBORS, INC.|Clean Harbors|false|distinctive brand name despite generic-sounding words
387|DOORDASH|NONE|false|distinctive well-known brand name
388|H.Q. ENERGY SERVICES (U.S.) INC.|NONE|true|generic-sounding energy services name
389|THE CIGNA GROUP AND SUBSIDIARIES|Cigna|false|distinctive well-known insurance brand
390|GLENCORE, LTD|Glencore|false|distinctive well-known commodities trading brand
391|WILMERHALE ON BEHALF OF APPLE INC.|WilmerHale|true|do not add bare "Apple" as alias, extremely generic
392|PINDROP SECURITY, INC.|Pindrop|false|distinctive coined brand name
393|INTERNATIONAL LEGAL FINANCE ASSOCIATION|ILFA|false|distinctive trade-association name/acronym
394|AMERICAN INVESTMENT COUNCIL|NONE|true|AIC acronym ambiguous; full name generic-sounding descriptive phrase
395|NEWRANGE COPPER NICKEL LLC|NewRange Copper Nickel|false|distinctive coined project/company name
396|WALMART INC.|Walmart|false|distinctive globally known brand
397|ARIZONA STATE UNIVERSITY|ASU|false|distinctive well-known university name/acronym
398|BALLY'S CORPORATION|Bally's|false|distinctive well-known casino brand
399|INVENERGY, LLC|Invenergy|false|distinctive coined brand name
400|THE TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA|Penn|false|distinctive well-known university, "Penn" unambiguous shorthand
401|CHROMALLOY GAS TURBINE, LLC|Chromalloy|false|distinctive coined brand name
402|LLOYD'S OF LONDON|Lloyd's|false|distinctive globally known insurance market brand
403|CENCORA, INC.|Cencora|false|distinctive coined brand name (formerly AmerisourceBergen)
404|LOCKHEED MARTIN CORPORATION|Lockheed Martin|false|distinctive globally known defense brand
405|QUECTEL WIRELESS SOLUTIONS CO., LTD.|Quectel|false|distinctive coined brand name
406|BAYER U.S., LLC|Bayer|false|distinctive well-known pharma/chemical brand
407|ARM HOLDINGS PLC|NONE|true|"ARM" collides heavily with common English word "arm"
408|CAMEL ENERGY INC.|NONE|false|distinctive brand pairing, specific enough
409|ASTELLAS PHARMA US, INC.|Astellas|false|distinctive coined pharma brand name
410|MICRON|NONE|true|"Micron" is a unit of measurement, common technical term
411|ANTA SPORTS PRODUCTS LIMITED|ANTA|false|distinctive brand name, low collision
412|AMERICAN SECURITY FUND|NONE|true|generic-sounding name combining common words
413|RECORDING INDUSTRY ASSOCIATION OF AMERICA|RIAA|false|well-known acronym/trade association
414|HANWHA Q CELLS AMERICA INC.|Hanwha Q CELLS;Q CELLS|false|distinctive brand name
415|DJI TECHNOLOGY, INC.|DJI|false|distinctive well-known drone brand
416|POPLICUS INC. D/B/A GOVINI|Govini;Poplicus|false|distinctive coined brand names, both given in canonical
417|INTUIT, INC. AND AFFILIATES (FORMERLY INTUIT, INC.)|Intuit|false|distinctive well-known brand
418|INTUIT, INC. AND AFFILIATES|Intuit|false|distinctive well-known brand
419|PALANTIR TECHNOLOGIES, INC.|Palantir|false|distinctive well-known brand name
420|MICROSOFT CORPORATION|Microsoft|false|distinctive globally known brand
421|OPENAI OPCO, LLC|OpenAI|false|distinctive well-known brand name
422|AMERICAN INDEPENDENT MEDICAL PRACTICE ASSOCIATION|NONE|true|generic-sounding descriptive trade-association name
423|GOTION, INC.|Gotion|false|distinctive coined brand name
424|BLACKROCK FUND SERVICES GROUP, LLC|BlackRock|false|distinctive globally known brand
425|COMPLETE GENOMICS, INC.|NONE|true|generic descriptive name ("complete genomics")
426|BOSTON DYNAMICS, INC.|Boston Dynamics|false|distinctive well-known robotics brand
427|IVANHOE MINES LTD.|Ivanhoe Mines|false|distinctive brand name
428|LMI CONSULTING, LLC|NONE|true|"LMI" short acronym with many possible collisions
429|ADVANCED MEDICAL TECHNOLOGY ASSOCIATION (ADVAMED)|AdvaMed|false|distinctive acronym given in canonical name itself
430|BOOKING HOLDINGS, INC.|Booking.com|true|"Booking Holdings" fairly safe but bare "booking" extremely generic — only use full forms
431|GRAIL, LLC|NONE|true|"Grail" common English word (Holy Grail), high collision risk
432|KERECIS|NONE|false|distinctive coined brand name
433|FUJIFILM HOLDINGS AMERICA CORPORATION|Fujifilm|false|distinctive globally known brand
434|COUPANG, INC.|Coupang|false|distinctive coined brand name
435|OKLO INC.|Oklo|false|distinctive coined brand name
436|NIPPON STEEL CORPORATION|Nippon Steel|false|distinctive well-known steel brand
437|ENTERPRISE HOLDINGS, INC. DBA ENTERPRISE MOBILITY|Enterprise Rent-A-Car|true|"Enterprise" alone extremely common generic word — do not use bare "Enterprise"
438|INTEGRITY MARKETING GROUP|NONE|true|"Integrity" and "Marketing Group" generic terms
439|U.S. ALUMINUM EXTRUDERS COALITION INC.|Aluminum Extruders Coalition|false|distinctive enough multi-word coalition name
440|CF SECURED LLC|NONE|true|short generic-sounding name, "CF" acronym has many collisions
441|VENTURE GLOBAL LNG, INC.|Venture Global|false|distinctive coined brand name pairing
442|RESET TECH ACTION|NONE|true|"Reset" common English word/verb, high collision risk
443|JOSHCO GROUP, LLC D/B/A VETERAN BENEFITS GUIDE|NONE|true|"Veteran Benefits Guide" generic descriptive phrase
444|NATIONAL LIFELINE ASSOCIATION|NONE|true|"Lifeline" collides with the FCC/federal Lifeline subsidy program
445|KOREA ZINC COMPANY, LTD.|Korea Zinc|false|distinctive well-known brand name specific to this company
446|OPAL FUELS INC.|Opal Fuels|false|distinctive brand pairing, low collision
447|FWC2026 US, INC.|NONE|false|distinctive coined event-specific name
448|MIAMI-DADE COUNTY|NONE|true|extremely common phrase referring to the actual Florida county
449|RIPPLE LABS INC.|NONE|true|"Ripple" common English word, high collision risk despite crypto-industry context
450|ALLIANCE FOR AMERICA'S PROMISE, INC.|NONE|true|generic rhetorical phrase ("America's Promise")
451|ILLUMINATE USA LLC|NONE|false|distinctive coined name, not generic
452|UNITEDHEALTH GROUP, INC.|UnitedHealth|false|distinctive brand name
453|LOS ANGELES ORGANIZING COMMITTEE FOR THE OLYMPIC AND PARALYMPIC GAMES 2028|LA28|false|distinctive, specific to the 2028 Games
454|JPMORGAN CHASE HOLDINGS, LLC|JPMorgan Chase;JPMorgan|true|"Chase" alone common word/surname, avoid as standalone alias
455|WUXI APPTEC SALES LLC|WuXi AppTec|false|distinctive coined brand name
456|TIGER BIOSCIENCES|NONE|false|distinctive compound name
457|HYUNDAI MOTOR COMPANY|Hyundai|false|distinctive brand name
458|CRINETICS PHARMACEUTICALS|Crinetics|false|distinctive coined name
459|EBAY INC.|eBay|false|distinctive brand name
460|MALNUTRITION ADVOCACY FUND|NONE|true|generic descriptive name
461|APOTEX, CORP.|Apotex|false|distinctive brand name
462|CISCO SYSTEMS, INC.|Cisco|false|distinctive brand name
463|MTN (DUBAI) LIMITED|NONE|true|"MTN" short, could collide with MTN Group telecom (different entity)
464|AMERICANS FOR RESPONSIBLE INNOVATION|NONE|true|generic-sounding advocacy name; ARI acronym collides
465|AIR SPACE INTELLIGENCE|NONE|false|distinctive compound name
466|THE BLACKSTONE GROUP|Blackstone|false|distinctive brand name
467|SK AMERICAS, INC.|NONE|true|"SK" very short/generic acronym, collides broadly
468|TEVA PHARMACEUTICALS USA, INC.|Teva|false|distinctive brand name
469|INDIAN PHARMACEUTICAL ALLIANCE(FORMERLY INDIAN PHARMACEUTICAL ASSOCIATION)|Indian Pharmaceutical Association|false|explicit former name given in canonical (IPA acronym excluded, collides)
470|NEBIUS GROUP N.V. (FKA YANDEX N.V.)|Nebius;Yandex|false|distinctive brand names (current and former)
471|BRISTOL-MYERS SQUIBB COMPANY|Bristol-Myers Squibb;BMS|false|distinctive brand name, BMS reasonably specific in pharma/press context
472|MEDICAL COUNTERMEASURES COALITION|NONE|true|generic descriptive name likely to overlap with generic policy language
473|SCOTT SHEFFIELD|NONE|true|common personal name, risk of collision with other people
474|NORTHWESTERN UNIVERSITY|NONE|true|"Northwestern" alone generic/ambiguous (directional term)
475|TP-LINK SYSTEMS INC. (FKA TP-LINK GLOBAL INC.)|TP-Link|false|distinctive brand name
476|GENERAL MATTER INC|NONE|true|contains common generic words "General" and "Matter"
477|MAIN STREET SPORTS GROUP DBA FANDUEL SPORTS NETWORK|FanDuel Sports Network|false|distinctive brand name
478|KIRIL DOMUSCHIEV AND GEORGI DOMUSCHIEF|Kiril Domuschiev;Georgi Domuschiev|false|distinctive personal names
479|HCBS ADVOCACY, LLC|NONE|true|"HCBS" common healthcare policy acronym, high collision risk
480|STATE OF LOC NATION GLOBAL PUBLIC BENEFIT CORPORATION|NONE|true|unusual/ambiguous name; NOTE: this is the confirmed crank filer (LOC COMMUNITY ASSOCIATION), exclude from press-mention consumers per existing income-integrity finding
481|UNITED HEALTHCARE SERVICES, INC.|NONE|true|generic-sounding phrase overlapping with UnitedHealth Group family/generic "united healthcare"
482|RAFAEL USA, INC.|NONE|true|"Rafael" common personal/first name, high collision risk
483|THOMA BRAVO, L.P.|Thoma Bravo|false|distinctive brand name
484|CONOCOPHILLIPS|NONE|false|distinctive coined brand name
485|THE BATTERY ADVOCACY FOR TECHNOLOGY TRANSFORMATION (BATT) COALITION|NONE|true|"BATT" acronym could collide with unrelated usage
486|SAP AMERICA, INC.|SAP|false|distinctive brand name in business/press context
487|BETA TECHNOLOGIES, INC.|NONE|true|"Beta" common generic word (testing phase, Greek letter)
488|UBER TECHNOLOGIES, INC.|Uber|false|distinctive brand name
489|THE REGENTS OF THE UNIVERSITY OF CALIFORNIA|NONE|true|"University of California" broad system name referring to many campuses
490|OURARING INC.|Oura|false|distinctive brand name
491|WASTEWATER ACTION ALLIANCE|NONE|true|generic descriptive advocacy name
492|CHARTER BROKERAGE, LLC|NONE|true|"Charter" common generic word, collides with Charter Communications
493|SPORTS BETTING ALLIANCE|NONE|true|generic descriptive industry-group name
494|GESOINVEST 2002, S.L.U.|NONE|false|distinctive coined name
495|KUCOIN|NONE|false|distinctive brand name
496|NATIONAL ALLIANCE FOR CARE AT HOME|NONE|true|generic descriptive advocacy name
497|PRVO PLINARSKO DRUTVO D.O.O.|NONE|false|distinctive foreign-language name
498|RSL INVESTMENT CORPORATION|NONE|true|"RSL" short acronym plus generic "Investment Corporation" phrasing
499|BIOCARE DONOR TISSUE NETWORK, LLC|NONE|false|distinctive compound name
500|BLH CAPITAL & MANAGEMENT SERVICES LLC|NONE|true|generic "Capital & Management Services" phrasing plus short ambiguous acronym
501|BINANCE HOLDINGS LTD.|Binance|false|distinctive brand name
502|NORTHWIND TRADING LTD.|NONE|true|"Northwind" somewhat generic/common business name
503|VANTIVE US HEALTHCARE LLC|Vantive|false|distinctive coined brand name
504|MADISON TITLE AGENCY|NONE|true|"Madison" and "Title Agency" both common/generic terms
505|BALKAN ENERGY DMCC|NONE|true|"Balkan Energy" generic regional-industry descriptor
506|FIVE RIVERS CONSERVATION GROUP LLC|NONE|true|generic descriptive conservation-group name
507|SOLANA POLICY INSTITUTE|NONE|false|distinctive name tied to specific cryptocurrency
508|TENCENT AMERICA LLC|Tencent|false|distinctive brand name
509|DR. KOCHO ANGJUSHEV|Kocho Angjushev|false|distinctive personal name, low collision risk
510|JOSEPH SCHWARTZ|NONE|true|common personal name, high collision risk
511|THE MCENTEE GROUP, LLC|McEntee Group|false|distinctive surname-based name
512|PATINO & ASSOCIATES, P.A.|NONE|true|generic law-firm naming pattern "Surname & Associates"
513|BIOSTAR MEDICAL LLC|BioStar Medical|false|distinctive compound brand name
514|REVELLE AESTHETICS, INC.|Revelle Aesthetics|false|distinctive coined brand name
515|FRED DAIBES|NONE|false|distinctive personal name, low collision risk
516|BARRICK MINING CORPORATION|Barrick;Barrick Gold|false|distinctive brand name (formerly Barrick Gold Corporation)
517|ORION POWER|NONE|true|"Orion" common generic name (constellation, many companies)
518|CORETSU INC.|NONE|false|distinctive coined name
519|LOGICAL STRATEGIES LLC|NONE|true|generic-sounding business name
520|CHRIS KISE & ASSOCIATES, P.A. ON BEHALF OF ROGER VER|Roger Ver|false|distinctive personal name (well-known specific individual)
521|NEW ERA FUND|NONE|true|generic phrase "New Era Fund"
522|NELSON MULLINS RILEY & SCARBOROUGH LLP O.B.O. PILATUS AIRCRAFT LTD.|Pilatus Aircraft;Pilatus|false|distinctive law firm and aircraft manufacturer names
523|CHRIS KISE & ASSOCIATES, P.A. ON BEHALF OF BANCREDITO HOLDING CORPORATION|Bancredito|false|specific bank brand
524|NEROBREEZE LIMITED|NONE|false|distinctive coined name
525|INNOVAIRRS & CO.|NONE|false|distinctive coined name
