# Agent-assisted review of derived_client_alias_index, full-corpus rebuild, 2026-07-06.
# Covers the 1,826 entities newly surfaced after fixing two bugs in
# build_derived_client_alias_index.py: (1) income lookup keyed on the wrong
# senate_clients column (client_id vs id), which undercounted most entities'
# income and shrank the >=$1M threshold set to 525 instead of the true 2,292;
# (2) entities were clustered on the raw normalized name instead of a
# suffix-stripped core key, so "X Corporation" and "X" (same company) could
# land in separate entities (e.g. Norfolk Southern split $4.71M into two
# clusters before the fix). This file is the second review pass, covering
# only the ~1,826 entities not already reviewed in agent_review_2026-07-06.txt
# (the original 525-entity pass, reused rather than re-run to save tokens).
# Produced by 20 batched general-purpose Agent tool launches (not raw API
# calls). Applied via scripts/apply_client_alias_llm_review.py. Format:
# entity_id|canonical_name|additional_aliases (;-sep or NONE)|generic_flag|reason
394|BLOCKCHAIN ASSOCIATION|NONE|true|generic descriptive name
395|BLOOM ENERGY CORPORATION|Bloom Energy|false|distinctive brand name
396|BLOOMBERG LP|Bloomberg|false|distinctive brand name
397|BLOOMBERG PHILANTHROPIES|Bloomberg Philanthropies|false|distinctive brand name
398|BLUE CROSS AND BLUE SHIELD ASSOCIATION|BCBS;Blue Cross Blue Shield|false|distinctive well-known brand
399|BLUE CROSS BLUE SHIELD ASSOCIATION|BCBS|false|distinctive well-known brand
400|BLUE CROSS BLUE SHIELD OF MASSACHUSETTS|BCBS Massachusetts|false|distinctive well-known regional brand
403|BLUE OWL CAPITAL HOLDINGS LLC|Blue Owl|false|distinctive brand name
404|BLUE SHIELD OF CALIFORNIA|Blue Shield California|false|distinctive well-known regional brand
405|BLUEHALO CORPORATION|BlueHalo|false|distinctive brand name
406|BMW OF NORTH AMERICA, LLC|BMW|false|distinctive globally-known brand
407|BNSF RAILWAY COMPANY|BNSF|false|distinctive well-known brand acronym
408|BOEHRINGER INGELHEIM|NONE|false|distinctive brand name
409|BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.|Boehringer Ingelheim|false|distinctive brand name
410|BOEHRINGER INGELHEIM USA CORPORATION|Boehringer Ingelheim|false|distinctive brand name
411|BOEING COMPANY|Boeing|false|distinctive globally-known brand
412|BOLDYN NETWORKS (FKA SIGNAL POINT SYSTEMS, INC.)|Boldyn Networks;Signal Point Systems|false|distinctive brand name, legitimate former name
415|BORDER TRADE ALLIANCE|NONE|true|generic descriptive coalition name
417|BOSSIER PARISH POLICE JURY|NONE|false|distinctive government-body name
419|BOSTON MEDICAL CENTER|NONE|true|Boston is a major city name
420|BOSTON SCIENTIFIC CORPORATION|NONE|true|Boston is a major city name
421|BOYD GAMING CORPORATION|Boyd Gaming|false|distinctive brand name
422|BP AMERICA, INC.|BP|false|distinctive globally-known brand acronym
424|BREAKTHROUGH ENERGY, LLC|NONE|true|generic-sounding descriptive name
425|BREAKTHROUGH T1D (FKA JUVENILE DIABETES RESEARCH FOUNDATION INTERNATIONAL)|JDRF;Juvenile Diabetes Research Foundation|false|well-known legacy brand name
426|BRIDGESTONE AMERICAS HOLDING INC|Bridgestone|false|distinctive globally-known brand
427|BRISTOL MYERS SQUIBB COMPANY|Bristol Myers Squibb;BMS|false|distinctive well-known brand
430|BROADCOM CORPORATION|Broadcom|false|distinctive brand name
431|BROADRIDGE FINANCIAL SOLUTIONS, INC.|Broadridge|false|distinctive brand name
432|BROKER ACTION COALITION|NONE|true|generic descriptive coalition name
434|BURFORD CAPITAL, LLC|Burford Capital|false|distinctive brand name
435|BURNS & MCDONNELL ENGINEERING COMPANY INC|Burns & McDonnell|false|distinctive brand name
437|BUSINESS ROUNDTABLE|NONE|true|generic descriptive name built from extremely common words
438|BWX TECHNOLOGIES, INC.|BWXT|false|distinctive brand name/ticker
439|BYTEDANCE INC.|ByteDance|false|distinctive brand name
440|CABOT CORPORATION|NONE|true|Cabot also common place name/surname
442|CAE USA, INC.|NONE|true|CAE short acronym collides
443|CAESARS ENTERPRISE SERVICES, LLC|Caesars|false|distinctive well-known brand
444|CALIFORNIA FOREVER, INC|NONE|true|reads as generic slogan-like phrase
445|CALIFORNIA INSTITUTE OF TECHNOLOGY|Caltech|false|distinctive well-known institution/abbreviation
446|CALIFORNIA PUBLIC EMPLOYEES' RETIREMENT SYSTEM|CalPERS|false|distinctive well-known brand/abbreviation
447|CALIFORNIA RICE COMMISSION|NONE|true|generic descriptive name
448|CALIFORNIA SCHOOLS VOLUNTARY EMPLOYEE BENEFITS ASSOC. (VEBA)|NONE|true|VEBA also generic technical/legal term
450|CALISTA CORPORATION|Calista|false|distinctive brand name
451|CALPINE CORPORATION|Calpine|false|distinctive brand name
452|CAMBIA HEALTH SOLUTIONS (FORMERLY KNOWN AS THE REGENCE GROUP)|Regence;The Regence Group|false|legitimate former brand name
453|CAMECO CORPORATION|Cameco|false|distinctive brand name
455|CAMPAIGN FOR TOBACCO FREE KIDS|NONE|true|generic descriptive advocacy-campaign name
456|CANADIAN NATIONAL RAILWAY COMPANY|NONE|true|CN bare acronym collides heavily
457|CAPITAL ONE FINANCIAL CORPORATION|Capital One|false|distinctive well-known brand
458|CAPITOL DOME ADVOCACY OBO AMERICAN SOCIETY OF COMPOSERS, AUTHORS, AND PUBLISHERS|ASCAP|false|distinctive well-known abbreviation for named beneficiary org
459|CAPTIAL FUNDING GROUP INC|NONE|true|generic descriptive financial-services name
461|CARDINAL HEALTH, INC.|NONE|true|Cardinal common word/mascot/surname
462|CARDINAL HEALTH (F.K.A. THE GLOVER PARK GROUP)|NONE|false|distinctive company name
463|CARDIOVASCULAR COALITION|NONE|true|generic descriptive coalition name
464|CAREDX, INC.|CareDx|false|distinctive coined brand name
465|CAREFIRST BLUECROSS BLUESHIELD|CareFirst|false|distinctive brand name
466|CARGILL, INCORPORATED|Cargill|false|distinctive company name
467|CARLYLE INVESTMENT MANAGEMENT L.L.C|Carlyle;The Carlyle Group|false|distinctive brand name
468|CARNIVAL CORPORATION|NONE|true|Carnival common English word
469|CARRIER CORPORATION|NONE|true|carrier common English word
470|CASE WESTERN RESERVE UNIVERSITY|Case Western|false|distinctive named university
471|CATERPILLAR INC|Caterpillar|false|distinctive, CAT abbreviation risky though
472|CBC NATIONAL BANK MORTGAGE|NONE|false|distinctive enough combination
473|CBOE GLOBAL MARKETS, INC.|Cboe|false|distinctive brand/acronym
474|CCC INTELLIGENT SOLUTIONS INC.|NONE|true|CCC short acronym many common collisions
475|CELANESE CORPORATION|Celanese|false|distinctive coined brand name
478|CENCORA, INC. (FORMERLY AMERISOURCEBERGEN CORPORATION)|Cencora;AmerisourceBergen|false|distinctive brand names
480|CENTER FOR ORGAN RECOVERY & EDUCATION (LOBBYING ON BEHALF OF DONOR ALLIANCE)|NONE|true|CORE acronym collides
482|CENTERPOINT ENERGY, INC.|CenterPoint|false|distinctive brand name
483|CENTINEL PUBLIC PARTNERSHIPS, LLC|Centinel|false|distinctive coined name
484|CENTRAL ARIZONA WATER CONSERVATION DISTRICT (CAWCD)|NONE|true|generic descriptive government-district name
485|CENTRAL PUGET SOUND REGIONAL TRANSIT|Sound Transit|true|generic descriptive transit-agency name
486|CENTRAL ROMANA CORPORATION LIMITED|Central Romana|false|distinctive company name
487|CENTRIENT PHARMACEUTICALS LLC|Centrient|false|distinctive coined brand name
488|CENTRUS ENERGY CORP.|Centrus|false|distinctive brand name
489|CENTURY ALUMINUM COMPANY|NONE|true|Century common word
491|CERBERUS CAPITAL MANAGEMENT, L.P.|Cerberus|false|distinctive mythological-name brand
492|CERES, INC.|NONE|true|Ceres collides with Roman goddess/place name
493|CERTIFIED FINANCIAL PLANNER BOARD OF STANDARDS, INC.|CFP Board|false|distinctive well-known acronym/brand
495|CGI FEDERAL, INC.|NONE|true|CGI collides with computer-generated imagery
497|CHARLES SCHWAB & CO., INC.|Schwab|false|distinctive brand name
498|CHARM INDUSTRIAL|NONE|true|Charm common English word
500|CHARTER BROKERAGE SERVICES|NONE|true|Charter common English word/business term
502|CHARTER COMMUNICATIONS OPERATING, LLC|NONE|true|Charter common word, Spectrum generic too
503|CHENIERE ENERGY, INC.|Cheniere|false|distinctive coined brand name
505|CHEVRON U.S.A., INC.|Chevron|false|distinctive brand name
506|CHICANOS POR LA CAUSA, INC.|CPLC|false|distinctive name/acronym
507|CHICKASAW NATION|NONE|false|distinctive tribal nation name
508|CHILDREN'S HOSPITAL ASSOCIATION F/K/A NAT'L ASSOCIATION OF CHILDREN'S HOSPITALS|NONE|true|generic descriptive name with high collision risk
509|CHILDREN'S NATIONAL MEDICAL CENTER|NONE|true|generic descriptive name common-word overlap
510|CHILDREN'S TUMOR FOUNDATION|NONE|false|distinctive specific foundation name
511|CHILDRENS HEALTH SYSTEM OF TEXAS|NONE|true|generic descriptive name, high collision risk
512|CHIME FINANCIAL, INC.|NONE|true|Chime common English word
514|CHOCTAW NATION OF OKLAHOMA|Choctaw Nation|false|distinctive tribal nation name
517|CHRISTUS HEALTH SYSTEM|NONE|true|Christus collides with religious/Latin word usage
518|CHRO ASSOCIATION (FKA HR POLICY ASSOCIATION)|NONE|true|CHRO common HR job-title acronym
520|CHRYSALIS HOLDINGS, INC. (D.B.A. NEWDAY)|NONE|true|Chrysalis common word, NewDay generic phrase
521|CHSPSC, LLC|NONE|false|opaque alphanumeric name, low collision risk
522|CHUBB INA HOLDINGS, INC.|Chubb|false|distinctive brand name
523|CHURCH ALLIANCE|NONE|true|generic descriptive name built from common words
524|CIBO TECHNOLOGIES|CIBO|false|distinctive coined brand name
525|CIGAR ASSOCIATION OF AMERICA, INC.|NONE|true|CAA acronym collides with other orgs
526|CIGAR RIGHTS OF AMERICA|NONE|true|generic descriptive advocacy-name
527|CIGNA CORPORATION|Cigna|false|distinctive brand name
528|CIGNA CORPORATION AND SUBSIDIARIES|Cigna|false|distinctive brand name
529|CINTAS CORPORATION|Cintas|false|distinctive coined brand name
530|CIRCLE|NONE|true|single common English word, extremely high collision risk
532|CITADEL ENTERPRISE AMERICAS LLC|NONE|true|Citadel common English word
533|CITADEL, LLC|NONE|true|Citadel common English word
534|CITIGROUP WASHINGTON, INC.|Citigroup;Citi|false|distinctive brand names
535|CITIZENS FOR RESPONSIBLE ENERGY SOLUTIONS|NONE|true|generic descriptive advocacy-coalition name
536|CITY AND COUNTY OF SAN FRANCISCO|NONE|true|San Francisco extremely high collision risk
538|CITY OF BIRMINGHAM, ALABAMA|NONE|true|Birmingham generic place name
539|CITY OF DALLAS|NONE|true|Dallas generic place name
540|CITY OF INDIANAPOLIS|NONE|true|Indianapolis generic place name
541|CITY OF KANSAS CITY, MISSOURI|NONE|true|Kansas City generic place name
542|CITY OF NEW ORLEANS|NONE|true|New Orleans generic place name
543|CITY OF OAKLAND|NONE|true|Oakland generic place name
544|CITY OF PHOENIX AZ|NONE|true|Phoenix generic place name
545|CITY OF SAN ANTONIO|NONE|true|San Antonio generic place name
546|CITY OF SEATTLE, WA|NONE|true|Seattle generic place name
547|CITY OF ST. PAUL|NONE|true|St. Paul generic place name
548|CJ AMERICA, INC.|NONE|true|CJ very short/common initialism
549|CLARK STREET ASSOCIATES LLC ON BEHALF OF QORVO|Qorvo|false|distinctive brand name (client of interest)
550|CLARK STREET ASSOCIATES ON BEHALF OF IONQ, INC.|IonQ|false|distinctive brand name (client of interest)
551|CLEAN AIR TASK FORCE|NONE|true|generic descriptive advocacy-name
552|CLEAN ENERGY|NONE|true|extremely generic descriptive two-word policy phrase
553|CLEAN ENERGY BUYERS ASSOCIATION|NONE|true|generic descriptive advocacy-coalition name
554|CLEAN ENERGY GROUP STRATEGY/MJB&A COALITIONS|NONE|true|generic descriptive coalition name
555|CLEAN FUELS ALLIANCE AMERICA|NONE|true|generic descriptive advocacy-coalition name
557|CLEANING COALITION OF AMERICA|NONE|true|generic descriptive coalition name
558|CLEAR|NONE|true|single common English word, extremely high collision risk
559|CLEARPATH ACTION FOR CONSERVATIVE CLEAN ENERGY, INC.|NONE|true|generic-leaning descriptive name
560|CLEARPATH ACTION FUND FOR CONSERVATIVE CLEAN ENERGY, INC.|NONE|true|generic-leaning descriptive name
561|CLEMSON UNIVERSITY|Clemson|false|distinctive named university
562|CLEVELAND CLINIC FOUNDATION|Cleveland Clinic|false|distinctive well-known brand name
563|CLIMATE INNOVATION ACTION|NONE|true|generic descriptive advocacy-name
564|CLIMATE POWER|NONE|true|generic descriptive two-word advocacy-name
565|CME GROUP, INC.|NONE|true|CME collides with Continuing Medical Education
568|COALITION FOR 21ST CENTURY PATENT REFORM|NONE|true|generic descriptive coalition name
569|COALITION FOR BUSINESS DEVELOPMENT|NONE|true|generic descriptive coalition name
570|COALITION FOR CANNABIS POLICY, EDUCATION, AND REGULATION|NONE|true|generic descriptive coalition name
571|COALITION FOR ENERGY ASSISTANCE MODERNIZATION|NONE|true|generic descriptive coalition name
572|COALITION FOR GSP|NONE|true|generic descriptive coalition name
573|COALITION FOR SUSTAINABLE MULTIFAMILY HOUSING|NONE|true|generic coalition name built from common policy words
574|COALITION OF EPSCOR STATES|NONE|true|EPSCoR/states combination somewhat generic
575|COALITION OF SEMICONDUCTOR EQUIPMENT MANUFACTURERS|NONE|false|distinctive multi-word industry name
576|COALITION TO STOP FLU|NONE|true|stop flu phrasing could appear in unrelated releases
577|COBANK|NONE|false|distinctive coined name
578|COEUR MINING, INC.|NONE|false|Coeur Mining safe full form
579|COGNIZANT TECHNOLOGY SOLUTIONS|Cognizant|false|distinctive well-known company name
580|COHERENT, INC|NONE|true|Coherent common English adjective
581|COHERUS BIOSCIENCES, INC.|Coherus|false|distinctive coined biotech name
582|COHNREZNICK LLP|CohnReznick|false|distinctive coined firm name
583|COIN CENTER|NONE|true|generic-sounding phrase
585|COLONIAL PIPELINE COMPANY|Colonial Pipeline|false|distinctive named entity
586|COLORADO STATE UNIVERSITY FOUNDATION|NONE|true|university name likely referenced generically
587|COLUMBIA UNIVERSITY|NONE|true|major university name, extremely common in unrelated press
589|COMMERCIAL METALS COMPANY|NONE|false|distinctive full name
590|COMMERCIAL REAL ESTATE FINANCE COUNCIL|CREFC|false|distinctive named coalition, CREFC well-known
591|COMMITTEE FOR EDUCATION FUNDING|NONE|true|generic-sounding name built from common policy words
592|COMMONSPIRIT HEALTH|CommonSpirit|false|distinctive coined name
593|COMMONWEALTH FUSION SYSTEMS LLC|Commonwealth Fusion|false|distinctive name
594|COMMUNITY FOUNDATION AWARENESS INITIATIVE (INFORMAL COALITION)|NONE|true|generic descriptive coalition name
596|COMMUNITY ONCOLOGY ALLIANCE|NONE|true|somewhat generic descriptive name
597|COMPETE AMERICA|NONE|true|generic-sounding coalition name
599|COMPRESSED GAS ASSOCIATION|NONE|false|distinctive full trade-association name
601|CONFEDERATED TRIBES OF THE COLVILLE RESERVATION|Colville Tribes|false|distinctive named tribal entity
603|CONNECTED COMMERCE COUNCIL|NONE|true|generic-sounding descriptive name
605|CONSEJO COORDINADOR EMPRESARIAL|NONE|true|generic-ish descriptive Spanish name; CCE acronym collides
606|CONSENSYS SOFTWARE INC.|ConsenSys|false|distinctive coined tech company name
607|CONSERVATION INTERNATIONAL FOUNDATION|NONE|true|generic root word combined with common descriptor
609|CONSORTIUM MANAGEMENT GROUP, INC.|NONE|true|highly generic descriptive name
612|CONSUMER ACCESS TO REPAIR (CAR) COALITION|NONE|true|CAR acronym collides with automobile references
613|CONSUMER BANKERS ASSOCIATION|NONE|true|generic descriptive trade-association name
614|CONSUMER BRANDS ASSOCIATION|NONE|true|generic descriptive name
615|CONSUMER DATA INDUSTRY ASSOCIATION|NONE|true|generic descriptive name
616|CONSUMER HEALTHCARE PRODUCTS ASSOCIATION|NONE|true|generic descriptive name
617|CONSUMER TECHNOLOGY ASSOCIATION|NONE|true|generic descriptive name; CTA collides with Chicago Transit Authority
618|CONTINENTAL CASUALTY COMPANY|CNA|false|well-known distinctive brand/ticker
619|CONTINENTAL TIRE THE AMERICAS, LLC|Continental Tire|false|distinctive brand name
620|CONTINUING MEDICAL EDUCATION COALITION|NONE|true|generic descriptive coalition name
621|CONTRA COSTA WATER DISTRICT|NONE|false|distinctive place-based utility name
622|COOK INLET REGION INCORPORATED (CIRI)|CIRI|false|distinctive named entity with established acronym
623|COPPER DEVELOPMENT ASSOCIATION|NONE|true|generic descriptive trade-association name
625|CORECIVIC, INC.|CoreCivic|false|distinctive coined company name
627|COREWEAVE, INC.|CoreWeave|false|distinctive coined company name
629|CORN REFINERS ASSOCIATION|NONE|false|distinctive full trade-association name
631|CORRECTIONAL VENDORS ASSOCIATION|NONE|true|generic descriptive name
632|CORTEVA AGRISCIENCE LLC|Corteva|false|distinctive coined company name
633|CORTEVA AGRISCIENCE LLC (FKA CORTEVA AGRISCIENCE)|Corteva|false|distinctive coined company name
634|COSTAR GROUP, INC.|CoStar|false|distinctive coined company name
636|COUNCIL FOR INVESTOR RIGHTS AND CORPORATE ACCOUNTABILITY, INC.|NONE|true|generic descriptive coalition name
637|COUNCIL OF FEDERAL HOME LOAN BANKS|NONE|false|distinctive full name referencing specific institution structure
638|COUNCIL ON FOUNDATIONS INC.|NONE|true|generic descriptive name
639|COUNCIL ON RADIONUCLIDES AND RADIOPHARMACEUTICALS|NONE|false|distinctive specialized name
641|COVESTRO, LLC|Covestro|false|distinctive coined company name
642|COW CREEK BAND OF UMPQUA TRIBE OF INDIANS|Cow Creek Band|false|distinctive named tribal entity
643|COWEN GROUP|NONE|true|Cowen fairly common surname
644|COWLITZ INDIAN TRIBE|Cowlitz|false|distinctive named tribal entity
645|COX ENTERPRISES, INC.|NONE|true|Cox common surname
646|CREA|NONE|true|extremely short acronym, collides with other meanings
647|CREDIT UNION NATIONAL ASSOCIATION. INC. DBA AMERICA'S CREDIT UNIONS|CUNA;America's Credit Unions|false|distinctive well-known trade association
648|CREDIT UNION NATIONAL ASSOCIATION, INC. DBA AMERICAS CREDIT UNIONS|CUNA;Americas Credit Unions|false|distinctive well-known trade association
649|CRESCO LABS, INC|Cresco|false|distinctive coined company name
652|CROP INSURANCE AND REINSURANCE BUREAU|NONE|true|generic descriptive name
655|CROWLEY MARITIME CORPORATION|Crowley Maritime|false|distinctive company name
656|CRUISE LINES INTERNATIONAL ASSOCIATION, INC.|CLIA|false|distinctive named trade-association acronym
657|CRUISE LLC|NONE|true|Cruise common English word, also collides with GM autonomous-vehicle brand
659|CRYSTALLEX|NONE|false|distinctive coined company name
660|CSL BEHRING LLC|CSL Behring|false|distinctive company name
661|CSX CORPORATION|CSX|false|distinctive well-known railroad brand/ticker
662|CTC GLOBAL CORPORATION|NONE|true|CTC common acronym with many meanings
663|CTIA|NONE|true|short acronym, collides with other meanings
667|CULTURAL CARE AU PAIR|Cultural Care|false|distinctive brand name
668|CUMMINS, INC.|Cummins|false|distinctive well-known engine manufacturer brand
669|CURALEAF, INC.|Curaleaf|false|distinctive coined cannabis company name
670|CVS HEALTH INC|CVS|false|distinctive well-known brand
671|CVS HEALTH (AND SUBSIDIARIES)|CVS|false|distinctive well-known brand
672|CVS PREVIOUSLY AETNA|CVS;Aetna|false|distinctive well-known brands
673|D-WAVE GOVERNMENT INC.|D-Wave|false|distinctive coined quantum-computing company name
674|DAIICHI SANKYO, INC.|Daiichi Sankyo|false|distinctive Japanese pharmaceutical company name
675|DAIKIN U.S. CORPORATION|Daikin|false|distinctive well-known HVAC brand
676|DAILYPAY, INC.|DailyPay|false|distinctive coined company name
677|DAIMLER TRUCKS NORTH AMERICA|Daimler|false|distinctive well-known automotive brand
678|DAIRY FARMERS OF CANADA|NONE|true|generic descriptive name built from common policy words
680|DANONE NORTH AMERICA PUBLIC BENEFIT CORPORATION|Danone|false|distinctive well-known consumer brand
681|DAPPER LABS INC.|Dapper Labs|false|distinctive coined company name
682|DAR AL HANDASAH CONSULTANTS SHAIR & PARTNERS HOLDINGS LTD|Dar Al Handasah|false|distinctive company name
683|DARDEN RESTAURANTS, INC.|Darden|false|distinctive well-known restaurant holding company brand
684|DARLING INGREDIENTS INC.|NONE|true|Darling common English word/term of endearment
689|DELAWARE NORTH COMPANIES, INCORPORATED|NONE|true|Delaware common place name (the state)
691|DELL INC.|Dell|false|distinctive well-known computer brand
692|DELL TECHNOLOGIES, INC.|Dell|false|distinctive well-known computer brand
693|DELOITTE LLP|Deloitte|false|distinctive well-known professional-services brand
694|DELOS LIVING, LLC|NONE|true|Delos common mythological/place name reference
695|DELTA|NONE|true|common English word / matches many unrelated uses
697|DELTA AIRLINES, INC.|Delta Air Lines|false|distinctive well-known brand name
698|DENKA PERFORMANCE ELASTOMER LLC|Denka|false|distinctive coined name
699|DEPOSITORY TRUST & CLEARING CORPORATION|DTCC|false|distinctive well-known acronym in finance
700|DEVON ENERGY CORPORATION|Devon Energy|false|distinctive brand name
701|DEXCOM, INC.|Dexcom|false|distinctive coined brand name
702|DIAGEO NORTH AMERICA, INC.|Diageo|false|distinctive coined brand name
703|DIAMOND PET FOODS INC.|NONE|true|Diamond common word/name
704|DIGESTIVE HEALTH PHYSICIANS ASSOCIATION, INC.|NONE|true|generic descriptive advocacy-group name
705|DINE BRANDS GLOBAL INC.|NONE|false|distinctive coined brand name
706|DIRECT SUPPLY, INC.|NONE|true|Direct Supply is generic descriptive phrase
708|DISCORD INC|Discord|false|distinctive well-known brand name
709|DISCOVER FINANCIAL SERVICES, INC.|NONE|true|Discover common English word
710|DISCOVERY COMMUNICATIONS, LLC|NONE|true|Discovery common English word
711|DISH NETWORK CORPORATION|NONE|true|DISH common English word
712|DJI TECHNOLOGY INCORPORATED|DJI|false|distinctive acronym for drone maker
713|DOCUMENT STORAGE SYSTEMS, INC.|NONE|true|generic descriptive name
714|DOCUSIGN|DocuSign|false|distinctive coined brand name
715|DOMINION RESOURCES INC|NONE|true|Dominion alone generic, also Dominion Voting Systems
716|DOMINO'S NATIONAL ADVERTISING FUND INC|Domino's|false|distinctive well-known brand name
717|DOORDASH, INC.|DoorDash|false|distinctive coined brand name
718|DOOSAN BOBCAT NORTH AMERICA, INC.|NONE|true|Bobcat alone common animal name
719|DOUGLAS DEVELOPMENT CORPORATION|NONE|true|Douglas common surname/place name
721|DRAFTKINGS INC.|DraftKings|false|distinctive coined brand name
722|DREXEL UNIVERSITY|NONE|false|distinctive named university
723|DROPBOX, INC.|Dropbox|false|distinctive coined brand name
724|DRUMMOND COMPANY INC.|NONE|true|Drummond common surname
725|DSM-FIRMENICH|NONE|false|distinctive coined name
726|DTEK INTERNATIONAL LIMITED|DTEK|false|distinctive acronym/brand for Ukrainian energy company
727|DUCTILE IRON PIPE RESEARCH ASSOCIATION|NONE|true|generic descriptive industry-association name
728|DUKE ENERGY CORPORATION|NONE|true|Duke alone generic (Duke University, common surname/title)
729|DUKE ENERGY BUSINESS SERVICES LLC|NONE|true|same Duke ambiguity
730|DUPONT SPECIALTY PRODUCTS(PREVIOUSLY REPORTED AS E.I. DU PONT DE NEMOURS AND CO)|DuPont|false|distinctive well-known brand name
731|DYNAVAX TECHNOLOGIES|Dynavax|false|distinctive coined brand name
732|EAGLEPICHER TECHNOLOGIES LLC|EaglePicher|false|distinctive coined brand name
733|EARLY WARNING SERVICES, LLC|NONE|true|generic descriptive name, high false-positive risk
734|EASTERN BAND OF CHEROKEE INDIANS|NONE|false|distinctive specific tribal nation name
736|EATING DISORDERS COALITION|NONE|true|generic descriptive advocacy-group name
737|EATON CORPORATION|NONE|true|Eaton common surname/place name
738|EBAY, INC.|eBay|false|distinctive coined brand name
739|ECMC GROUP|ECMC|false|distinctive acronym
740|ECOLAB, INC.|Ecolab|false|distinctive coined brand name
741|ECONOMIC INNOVATION GROUP|NONE|true|generic descriptive think-tank name
742|EDGECONNEX, INC.|EdgeConneX|false|distinctive coined brand name
743|EDISON CHOUEST OFFSHORE|Chouest|false|distinctive combined name
744|EDISON ELECTRIC INSTITUTE|NONE|true|Edison common surname, other Edison utilities exist
745|EDISON INTERNATIONAL|NONE|true|same Edison ambiguity
747|EDWARDS LIFESCIENCES, LLC|NONE|true|Edwards common surname
748|EFA EDUCATION, LLC|NONE|true|generic acronym+descriptive name
750|EISAI, INC.|Eisai|false|distinctive coined brand name
751|ELANCO ANIMAL HEALTH INCORPORATED|Elanco|false|distinctive coined brand name
753|ELBIT SYSTEMS OF AMERICA, LLC|Elbit|false|distinctive coined brand name
754|ELECTION SYSTEMS & SOFTWARE, LLC|ES&S|false|distinctive acronym in election-tech context
755|ELECTRIC DRIVE TRANSPORTATION ASSOCIATION|NONE|true|generic descriptive trade-association name
757|ELECTRONIC PAYMENTS COALITION ("EPC")|NONE|true|generic descriptive coalition name; EPC collides
758|ELECTRONIC PAYMENTS COALITION (EPC)|NONE|true|generic descriptive coalition name; EPC collides
760|ELEVANCE HEALTH, INC (F.K.A. ANTHEM, INC. & WELLPOINT, INC.)|NONE|true|Anthem legacy name collides with common word
762|ELI LILLY AND COMPANY, FORMERLY REPORTED AS, LILLY USA, LLC|Eli Lilly|false|distinctive full form; Lilly alone risky
763|EMBASSY OF THE KINGDOM OF BAHRAIN TO THE UNITED STATES|NONE|true|contains common country/place name
764|EMBASSY OF THE REPUBLIC OF AZERBAIJAN|NONE|true|contains common country/place name
765|EMBRAER AIRCRAFT HOLDING, INC.|Embraer|false|distinctive coined brand name
766|EMD SERONO, INC.|EMD Serono;Serono|false|distinctive coined brand names
767|EMERGENT BIOSOLUTIONS INC.|Emergent BioSolutions|false|distinctive brand name
768|EMPIRE STATE DEVELOPMENT CORPORATION|NONE|true|contains common phrase Empire State
769|EMPLOYEE-OWNED CONTRACTORS ROUNDTABLE|NONE|true|generic descriptive coalition name
770|EMPLOYEE-OWNED S CORPORATIONS OF AMERICA|NONE|true|generic descriptive coalition name
771|EMPLOYERS COUNCIL ON FLEXIBLE COMPENSATION|NONE|true|generic descriptive coalition name
772|ENBRIDGE (U.S.) INC. (FORMERLY SPECTRA ENERGY)|Enbridge;Spectra Energy|false|distinctive brand names
773|ENCOMPASS HEALTH CORPORATION|NONE|true|Encompass common English word
774|ENDEAVORS|NONE|true|Endeavors common English word
775|ENDO USA, INC., A MALLINCKRODT-ENDO COMPANY|NONE|true|Endo short generic-sounding fragment
777|ENERGIZER HOLDINGS, INC.|Energizer|false|distinctive well-known brand name
778|ENERGY FORWARD|NONE|true|fully generic descriptive phrase
779|ENERGY FUELS RESOURCES INC.|NONE|true|generic descriptive name
780|ENERGY INFRASTRUCTURE COUNCIL|NONE|true|generic descriptive trade-association name
781|ENERGY INFRASTRUCTURE COUNCIL FKA MASTER LIMITED PARTNERSHIP ASSOCIATION|NONE|true|generic descriptive trade-association name
782|ENERGY MARKETERS OF AMERICA|NONE|true|generic descriptive trade-association name
783|ENERGY TRANSFER PARTNERS, L.P.|NONE|true|generic-leaning descriptive name
784|ENOVA INTERNATIONAL, INC.|Enova|false|distinctive coined brand name
785|ENTEGRIS, INC.|Entegris|false|distinctive coined brand name
787|ENTERGY SERVICES, LLC|Entergy|false|distinctive coined brand name
789|ENTERPRISE PRODUCTS OPERATING, LLC|NONE|true|Enterprise common English word
790|ENTERTAINMENT SOFTWARE ASSOCIATION|NONE|true|generic descriptive trade-association name; ESA collides
791|ENVIRONMENTAL DEFENSE ACTION FUND, INC|NONE|true|generic descriptive advocacy-name
792|ENVISION HEALTHCARE (FORMERLY KNOWN AS EMCARE INC.)|EmCare|true|Envision common English word; EmCare more distinctive
793|EOG RESOURCES|EOG|false|distinctive acronym for well-known energy company
794|EOS ENERGY ENTERPRISES LLC (FKA EOS ENERGY STORAGE LLC)|NONE|true|Eos common mythological/brand-name term
795|EPIC GAMES, INC.|NONE|true|Epic common English word
796|EPIC SYSTEMS CORPORATION|NONE|true|Epic common English word, collides with Epic Games
797|EPIRUS, INC.|NONE|true|Epirus historical Greek/Albanian region name
798|EQT CORPORATION|NONE|true|EQT short acronym could collide
